,img_coding,num_layer,num_cell,start_cell_dim,parameter_num,acc,time
220,"['rp', 'rerp', 'trrp', 'gad', 'regad']",3,3,51,2665312,16.719409282700422,40
221,"['rerp', 'mk', 'remk']",3,1,80,2751699,15.242616033755274,16
222,"['rp', 'rerp', 'gas', 'trgas', 'regad', 'trgad', 'mk', 'remk', 'ctwav']",4,2,14,581857,14.029535864978904,90
223,"['rp', 'rerp', 'trrp', 'trgas', 'remk', 'trmk']",2,2,95,1505463,20.411392405063292,19
224,"['regas', 'gad', 'mk', 'remk', 'trmk']",2,3,72,1192809,13.50210970464135,61
225,"['rerp', 'trrp', 'gas', 'mk', 'remk', 'trmk']",2,1,38,152029,21.255274261603375,25
226,"['gas', 'regas', 'gad', 'regad', 'trmk', 'ctwav']",3,3,35,1288848,16.350210970464136,91
227,"['rerp', 'trrp', 'gas', 'mk', 'trmk']",2,1,38,150167,20.358649789029535,25
228,"['trgas', 'mk', 'remk', 'trmk']",3,3,13,201333,11.49789029535865,88
229,"['rp', 'gas', 'regas', 'trgas', 'trgad', 'mk', 'ctwav']",4,3,57,13428734,15.50632911392405,55
230,"['rp', 'rerp', 'trrp', 'trgad', 'remk', 'trmk']",2,1,96,902031,19.514767932489452,26
231,"['rp', 'rerp', 'trrp', 'gas', 'trgas', 'gad', 'regad', 'trgad', 'trmk', 'ctwav']",3,3,30,905325,16.666666666666668,99
232,"['rp', 'rerp', 'trrp', 'remk', 'trmk']",2,1,96,897327,19.303797468354432,25
233,"['rp', 'rerp', 'remk', 'trmk']",4,3,38,5780683,15.453586497890296,54
234,"['rp', 'rerp', 'trrp', 'regas', 'mk', 'ctwav']",2,1,38,152029,19.98945147679325,25
235,"['rerp', 'gas', 'gad', 'regad', 'trgad', 'mk']",3,2,62,2725403,15.717299578059071,29
236,"['rerp', 'trrp', 'regad', 'mk', 'ctwav']",2,1,38,150167,19.09282700421941,25
237,"['rp', 'gas', 'regas', 'gad', 'regad', 'trgad']",3,1,15,119571,16.19198312236287,37
238,"['rerp', 'trrp', 'regad', 'mk']",2,1,38,148305,21.09704641350211,25
239,"['rerp', 'trrp', 'mk', 'ctwav']",2,1,37,148305,20.991561181434598,25
240,"['rerp', 'trrp', 'regas', 'remk']",2,1,38,148305,21.571729957805907,25
241,"['rerp', 'trrp', 'mk']",2,1,93,851749,18.88185654008439,24
242,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'trmk']",2,2,93,1444019,16.666666666666668,44
243,"['rp', 'rerp', 'trrp', 'trgas', 'trmk']",2,2,93,1439413,19.514767932489452,43
244,"['rp', 'rerp', 'trgas', 'trmk']",2,2,95,1496055,17.668776371308017,43
245,"['rp', 'rerp', 'trrp', 'trgas', 'trmk']",2,2,73,899323,18.776371308016877,43
246,"['trrp', 'trgad', 'remk', 'trmk']",2,1,80,624819,15.717299578059071,25
247,"['rp', 'trrp', 'gas', 'regas', 'mk', 'remk', 'trmk']",2,2,35,225057,21.88818565400844,43
248,"['rp', 'trrp', 'regas', 'trgas', 'gad', 'mk', 'remk', 'trmk', 'ctwav']",2,2,61,648093,18.143459915611814,46
249,"['rp', 'trrp', 'regas', 'remk', 'trmk']",2,1,35,135642,21.30801687763713,25
250,"['trgas', 'gad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",4,3,66,17373432,11.603375527426161,55
251,"['rp', 'trrp', 'regas', 'mk', 'remk', 'trmk']",2,2,35,223293,19.883966244725737,42
252,"['rp', 'trrp', 'regas', 'remk', 'trmk']",2,2,35,221529,21.360759493670887,42
253,"['rerp', 'trrp']",2,1,38,144581,20.88607594936709,23
254,"['rp', 'rerp', 'gas', 'remk', 'trmk', 'ctwav']",2,2,24,103371,19.620253164556964,42
255,"['rp', 'rerp', 'trrp', 'regas', 'gad', 'mk', 'remk', 'trmk']",2,3,35,312708,19.567510548523206,61
256,"['trrp', 'gas', 'mk', 'remk']",2,1,36,133878,19.567510548523206,24
257,"['rp', 'trrp', 'regas', 'mk', 'remk']",2,1,38,150167,22.310126582278482,25
258,"['rp', 'rerp', 'trrp', 'regas', 'mk', 'remk']",2,1,38,152029,21.518987341772153,25
259,"['rerp', 'trrp', 'regas', 'mk']",2,1,38,148305,21.466244725738395,24
260,"['trrp', 'regas', 'mk']",2,1,38,146443,18.143459915611814,23
261,"['trrp', 'gas', 'regas', 'gad', 'regad']",2,2,15,47919,16.40295358649789,41
262,"['rerp', 'trgas', 'gad', 'trgad', 'remk', 'trmk', 'ctwav']",4,2,40,4630939,16.08649789029536,39
263,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'mk', 'remk', 'trmk']",2,2,34,203341,20.833333333333332,43
264,"['rerp', 'gas', 'trgas', 'gad', 'trgad', 'remk', 'trmk']",3,2,15,191951,16.19198312236287,63
265,"['rp', 'trrp', 'gas', 'regas', 'regad', 'mk', 'remk']",2,1,38,153891,20.833333333333332,25
266,"['rp', 'trrp', 'gas', 'regas', 'gad', 'regad']",4,2,61,11072959,14.767932489451477,39
267,"['rp', 'gas', 'regas', 'mk', 'remk', 'trmk']",2,1,38,152029,18.829113924050635,25
268,"['rp', 'trrp', 'gas', 'regas', 'mk', 'remk', 'trmk']",2,1,38,153891,20.569620253164558,25
269,"['rp', 'trrp', 'gas', 'regas', 'mk', 'remk']",2,1,38,152029,22.151898734177216,25
270,"['rp', 'regad', 'trgad', 'mk', 'remk', 'ctwav']",3,3,69,4811855,16.666666666666668,41
271,"['rp', 'gas', 'regas', 'regad', 'mk', 'remk']",2,1,38,152029,18.354430379746834,25
272,"['rp', 'gas', 'regas', 'mk', 'trmk']",2,1,35,135642,19.883966244725737,25
273,"['trgad', 'mk', 'trmk', 'ctwav']",2,2,52,448877,13.713080168776372,42
274,"['rp', 'trrp', 'regas', 'mk', 'remk']",2,2,38,245689,21.09704641350211,43
275,"['rerp', 'trrp', 'regas', 'trgas', 'gad', 'trgad', 'mk']",4,2,14,580485,14.345991561181435,85
276,"['rerp', 'trrp', 'gas', 'trgas', 'mk', 'remk']",3,1,46,927341,17.457805907172997,38
277,"['rp', 'regad', 'trmk', 'ctwav']",3,2,68,3266725,16.824894514767934,28
278,"['trrp', 'gas', 'regas', 'trgas', 'trgad', 'trmk']",4,3,74,21821768,12.763713080168776,55
279,"['rp', 'rerp', 'trrp', 'trgad', 'remk', 'ctwav']",2,2,91,1384593,17.932489451476794,44
280,"['gas', 'gad', 'trgad', 'trmk']",4,2,27,2277265,13.60759493670886,38
281,"['rp', 'trrp', 'regas', 'trgad', 'mk', 'remk']",2,1,38,152029,20.30590717299578,25
282,"['rp', 'trrp', 'trgad', 'mk', 'remk']",2,1,38,150167,19.19831223628692,25
283,"['rp', 'trrp', 'regas', 'trgas', 'mk', 'remk']",2,1,38,152029,21.044303797468356,25
284,"['rp', 'trrp', 'trgas', 'mk', 'remk']",2,1,38,150167,21.09704641350211,25
285,"['trrp', 'mk', 'remk']",2,1,38,146443,18.670886075949365,24
286,"['rp', 'trrp', 'gas', 'regas', 'remk']",2,1,38,150167,20.622362869198312,25
287,"['regas', 'trgas', 'trmk', 'ctwav']",3,3,29,896505,14.135021097046414,91
288,"['rp', 'trrp', 'gad', 'mk', 'remk']",2,1,38,150167,19.672995780590718,25
289,"['rp', 'trrp', 'gas', 'regas', 'mk', 'remk']",2,2,35,223293,20.147679324894515,43
290,"['regas', 'gad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",2,3,42,418704,13.343881856540085,61
291,"['rp', 'trrp', 'regas', 'mk', 'remk']",2,1,35,135642,21.360759493670887,25
292,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'gad', 'remk']",2,3,90,1860540,17.29957805907173,27
293,"['rerp', 'trrp', 'gas', 'regas', 'gad', 'regad', 'remk']",2,3,38,344935,17.827004219409282,61
294,"['rp', 'trrp', 'gas', 'regas', 'trgas', 'trgad', 'remk', 'ctwav']",3,1,61,1675573,17.563291139240505,17
295,"['rp', 'trrp', 'gas', 'regas', 'remk', 'trmk']",2,2,35,223293,21.99367088607595,43
296,"['gad', 'regad', 'trgad', 'trmk']",4,3,63,16330679,13.554852320675106,55
297,"['rerp', 'trrp', 'mk', 'ctwav']",2,1,38,148305,20.780590717299578,24
298,"['rp', 'trrp', 'gas', 'trgas', 'trgad', 'mk', 'remk']",4,1,37,2577797,14.662447257383967,23
299,"['trrp', 'gas', 'regas', 'remk', 'trmk']",2,2,35,221529,17.29957805907173,43
300,"['rerp', 'trrp', 'gas', 'trgas', 'mk']",2,1,37,150167,21.09704641350211,25
301,"['rerp', 'trgas', 'remk', 'trmk']",2,2,84,1149789,18.354430379746834,43
302,"['rp', 'rerp', 'trgas', 'gad', 'regad', 'mk', 'remk', 'trmk']",3,3,77,5974077,16.19198312236287,41
303,"['rp', 'rerp', 'trrp', 'gad', 'remk', 'trmk', 'ctwav']",2,2,65,725147,16.244725738396625,44
304,"['rerp', 'gas', 'trgas', 'gad', 'regad', 'remk', 'ctwav']",2,1,16,32115,18.88185654008439,25
305,"['rerp', 'gas', 'regas', 'regad', 'remk']",3,2,61,2722365,14.820675105485233,29
306,"['rerp', 'trrp', 'mk', 'remk']",2,1,38,148305,22.573839662447256,25
307,"['trrp', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'remk']",3,2,47,1644831,13.343881856540085,29
308,"['rp', 'rerp', 'regas', 'trgas', 'gad', 'regad', 'mk', 'trmk']",3,1,31,458815,16.033755274261605,38
309,"['rp', 'gas', 'trgad', 'mk']",4,1,52,4796142,14.29324894514768,23
310,"['rerp', 'trrp', 'gas', 'regas', 'mk', 'remk']",2,1,38,152029,20.569620253164558,25
311,"['rp', 'trrp', 'gas', 'regas', 'remk', 'trmk']",2,2,36,223293,20.675105485232066,43
312,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'regad', 'remk', 'trmk']",2,2,35,226821,20.147679324894515,44
313,"['rp', 'rerp', 'regas', 'gad', 'trgad', 'mk', 'trmk']",4,2,94,25389485,15.50632911392405,40
314,"['rp', 'trrp', 'gas', 'trgas', 'regad', 'trmk', 'ctwav']",3,3,49,2470500,17.19409282700422,41
315,"['rp', 'rerp', 'regas', 'trgas', 'gad', 'remk', 'trmk', 'ctwav']",4,3,74,21829020,15.770042194092827,56
316,"['rp', 'trrp', 'regas', 'mk', 'remk', 'ctwav']",2,1,38,152029,20.5168776371308,25
317,"['regas', 'gad', 'remk', 'trmk', 'ctwav']",4,1,38,2574073,14.39873417721519,23
318,"['rp', 'trrp', 'regas', 'gad', 'regad', 'mk', 'remk']",2,1,37,153891,19.19831223628692,26
319,"['rp', 'trrp', 'gas', 'regas', 'gad', 'remk', 'trmk']",2,2,35,225057,20.09493670886076,43
320,"['rp', 'trrp', 'regas', 'remk']",2,3,38,339349,18.459915611814345,60
321,"['rerp', 'trrp', 'mk', 'remk']",2,2,38,243827,21.20253164556962,42
322,"['regas', 'trgas', 'mk', 'remk', 'trmk', 'ctwav']",2,1,16,31331,14.240506329113924,25
323,"['rerp', 'trrp', 'trgas', 'regad', 'trgad', 'mk', 'trmk', 'ctwav']",3,3,94,8656897,16.9831223628692,41
324,"['rerp', 'mk', 'remk']",2,1,38,146443,18.670886075949365,24
325,"['rerp', 'trrp', 'trgas', 'gad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",2,1,38,157615,20.09493670886076,27
326,"['rp', 'trrp', 'regas', 'mk']",2,1,38,148305,21.67721518987342,25
327,"['rp', 'trrp', 'gas', 'regas', 'trgas', 'remk', 'trmk']",2,2,34,201675,19.936708860759495,43
328,"['trrp', 'regas', 'regad', 'trmk', 'ctwav']",2,1,32,108671,16.877637130801688,25
329,"['rerp', 'trrp', 'mk', 'remk']",2,1,36,133878,21.044303797468356,24
330,"['rerp', 'trrp', 'gas', 'trgas', 'mk', 'ctwav']",4,1,96,16268463,17.246835443037973,23
331,"['rerp', 'trrp', 'mk', 'remk']",2,1,35,133878,22.257383966244724,24
332,"['rp', 'rerp', 'trrp', 'gas', 'ctwav']",2,2,49,418063,19.831223628691983,43
333,"['rerp', 'trrp', 'mk', 'remk']",2,1,34,120050,22.362869198312236,24
334,"['rerp', 'regas', 'gad', 'trgad', 'mk', 'trmk']",4,1,85,13066083,13.60759493670886,24
335,"['rp', 'trrp', 'mk', 'remk']",2,1,38,148305,21.729957805907173,25
336,"['rp', 'rerp', 'gas', 'trgas', 'regad', 'remk', 'trmk', 'ctwav']",2,1,17,40318,18.09071729957806,25
337,"['rerp', 'trrp', 'trgas', 'trgad', 'remk', 'trmk', 'ctwav']",4,3,57,13428734,15.348101265822784,55
338,"['rerp', 'trrp', 'remk', 'trmk']",2,1,38,148305,22.5210970464135,25
339,"['rerp', 'trrp', 'regas', 'trgas', 'gad', 'regad', 'ctwav']",2,3,50,587650,18.09071729957806,61
340,"['trrp', 'gas', 'trgas', 'remk', 'trmk', 'ctwav']",2,2,59,599649,15.981012658227849,43
341,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'regad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",2,3,91,1966010,17.088607594936708,29
342,"['gas', 'regas', 'trgas', 'regad', 'mk', 'remk', 'trmk', 'ctwav']",4,3,64,16343223,12.974683544303797,55
343,"['trrp', 'trgad', 'mk', 'trmk', 'ctwav']",3,3,63,4024567,14.662447257383967,40
344,"['rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'trmk', 'ctwav']",4,3,32,4116655,14.715189873417721,59
345,"['rerp', 'trrp', 'trgad', 'mk', 'remk']",2,1,38,150167,19.77848101265823,25
346,"['rerp', 'trrp', 'trgas', 'mk', 'remk']",2,1,38,150167,21.67721518987342,25
347,"['rp', 'rerp', 'gas', 'regas', 'gad', 'trgad', 'trmk']",4,2,84,20288097,13.976793248945148,38
348,"['rerp', 'trrp', 'trgas', 'regad', 'trgad', 'remk', 'ctwav']",3,3,95,9023007,16.61392405063291,40
349,"['rerp', 'trrp', 'regas', 'remk', 'trmk']",2,2,34,198343,21.67721518987342,41
350,"['rp', 'trrp', 'gas', 'regas', 'remk', 'trmk', 'ctwav']",2,2,35,225057,20.253164556962027,43
351,"['rp', 'trrp', 'gas', 'regas', 'trgad', 'remk', 'trmk']",2,2,33,201675,18.565400843881857,43
352,"['rp', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'trmk']",4,3,66,17373432,15.137130801687764,55
353,"['rerp', 'trrp', 'gad', 'mk', 'remk']",2,1,38,150167,21.729957805907173,25
354,"['rp', 'rerp', 'gas', 'regad', 'trgad', 'trmk', 'ctwav']",3,3,37,1435725,15.50632911392405,92
355,"['regas', 'gad', 'regad', 'mk', 'remk', 'ctwav']",2,2,33,200009,15.559071729957806,43
356,"['trrp', 'gas', 'regas', 'trgas', 'gad', 'trmk', 'ctwav']",3,2,12,110565,15.50632911392405,63
357,"['rp', 'trrp', 'regas', 'gad', 'regad', 'trgad', 'trmk', 'ctwav']",2,1,63,417175,18.196202531645568,26
358,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'regad', 'trgad', 'mk', 'ctwav']",4,3,15,1043819,15.664556962025317,128
359,"['rp', 'rerp', 'trrp', 'gas', 'trgas', 'gad', 'regad', 'remk', 'trmk']",2,2,95,1519575,17.879746835443036,21
360,"['rp', 'rerp', 'trrp', 'gas', 'trgas', 'gad', 'regad', 'mk', 'remk', 'trmk']",2,2,95,1524279,17.668776371308017,20
361,"['rerp', 'trrp', 'mk', 'remk', 'trmk']",2,1,38,150167,21.30801687763713,25
362,"['trrp', 'gas', 'regas', 'trgas', 'gad', 'trmk', 'ctwav']",4,2,61,11075997,13.660337552742616,39
363,"['rp', 'trrp', 'gas', 'regas', 'mk']",2,1,38,150167,19.567510548523206,25
364,"['rp', 'trrp', 'gas', 'remk', 'trmk']",2,2,35,221529,21.044303797468356,43
365,"['gas', 'trgas', 'trgad', 'remk', 'trmk']",2,1,24,63657,15.137130801687764,25
366,"['regas', 'trgas', 'gad', 'trgad', 'remk', 'trmk', 'ctwav']",2,1,59,365844,13.60759493670886,26
367,"['rp', 'trrp', 'gas', 'regas', 'regad', 'remk', 'trmk', 'ctwav']",2,1,93,874779,17.51054852320675,26
368,"['rp', 'regas', 'trgas', 'trgad', 'remk', 'ctwav']",2,2,88,1268779,16.139240506329113,44
369,"['rerp', 'trrp', 'trgas', 'remk', 'trmk']",2,1,38,150167,20.622362869198312,25
370,"['trrp', 'regas', 'gad', 'mk', 'remk']",3,2,14,147045,14.820675105485233,62
371,"['rp', 'trrp', 'regas', 'trgas', 'trgad', 'mk', 'remk']",2,2,84,1162137,17.72151898734177,44
372,"['rp', 'rerp', 'trrp', 'regas', 'regad', 'mk', 'remk', 'trmk']",4,2,75,16621961,15.981012658227849,40
373,"['rp', 'gad', 'regad', 'trgad', 'mk', 'remk', 'trmk']",2,1,85,732135,16.719409282700422,26
374,"['rp', 'trrp', 'gas', 'trgas', 'gad', 'trgad', 'mk', 'trmk', 'ctwav']",2,1,16,33683,18.459915611814345,27
375,"['trrp', 'regas', 'mk', 'remk']",2,1,38,148305,17.72151898734177,25
376,"['rp', 'gas', 'trgad', 'ctwav']",3,1,31,452543,16.033755274261605,37
377,"['rp', 'rerp', 'trrp', 'mk', 'remk']",2,1,38,150167,21.466244725738395,25
378,"['rp', 'rerp', 'gas', 'trgas', 'trgad', 'mk', 'remk', 'trmk']",4,2,81,19340025,14.715189873417721,40
379,"['rp', 'trrp', 'gas', 'trgas', 'mk', 'remk', 'trmk', 'ctwav']",4,1,78,10764409,15.717299578059071,24
380,"['rp', 'gas', 'regas', 'gad', 'regad', 'trgad', 'remk', 'trmk', 'ctwav']",3,3,35,1294140,15.559071729957806,96
381,"['rp', 'trrp', 'gas', 'trgas', 'remk']",2,1,28,84676,19.462025316455698,25
382,"['rp', 'trrp', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",2,3,21,125531,18.829113924050635,66
383,"['regas', 'gad', 'trgad', 'remk', 'ctwav']",2,2,18,59519,14.556962025316455,41
384,"['rerp', 'trrp', 'gad']",2,1,34,118384,20.042194092827003,23
385,"['rerp', 'trrp', 'remk']",2,1,38,146443,21.571729957805907,24
386,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'gad', 'regad', 'trgad', 'remk', 'trmk']",2,1,95,920847,16.824894514767934,28
387,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'gad', 'trgad', 'mk', 'ctwav']",4,1,69,8682121,14.18776371308017,25
388,"['rerp', 'trrp', 'trgas', 'mk', 'remk', 'ctwav']",2,1,34,123382,19.831223628691983,25
389,"['rerp', 'trrp', 'mk', 'remk', 'ctwav']",2,1,34,121716,21.99367088607595,25
390,"['rp', 'trrp', 'gas', 'mk', 'remk']",2,1,38,150167,22.310126582278482,25
391,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'remk', 'trmk']",2,2,95,1510167,20.675105485232066,19
392,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk']",2,2,95,1510167,20.253164556962027,19
393,"['trrp', 'regas', 'gad', 'trgad', 'mk']",4,2,73,15750383,13.080168776371307,39
394,"['rp', 'trrp', 'gas', 'mk', 'remk']",2,1,37,150167,20.991561181434598,25
395,"['rp', 'rerp', 'trrp', 'gas', 'mk', 'remk']",2,1,38,152029,22.09915611814346,25
396,"['rp', 'trrp', 'gas', 'mk', 'remk', 'ctwav']",2,1,38,152029,21.09704641350211,25
397,"['trrp', 'regas', 'gad', 'regad', 'trgad', 'trmk']",2,2,55,524283,15.770042194092827,43
398,"['rp', 'trrp', 'gas', 'regas', 'trgas', 'remk', 'trmk']",2,2,35,225057,20.569620253164558,43
399,"['rp', 'rerp', 'trrp', 'regas', 'gad', 'trgad', 'remk', 'ctwav']",2,1,95,911439,17.827004219409282,26
400,"['rerp', 'gas', 'trgas', 'regad', 'trgad', 'mk']",2,3,68,1069220,17.352320675105485,61
401,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'regad', 'trmk', 'ctwav']",4,2,65,12551555,15.50632911392405,42
402,"['rp', 'trrp', 'gad', 'regad', 'trmk', 'ctwav']",2,3,87,1776165,16.61392405063291,27
403,"['rerp', 'trrp', 'gad', 'mk', 'remk', 'trmk']",2,1,34,123382,20.569620253164558,25
404,"['rerp', 'trrp', 'trgas', 'mk']",2,1,34,120050,21.41350210970464,24
405,"['rp', 'trrp', 'regas', 'mk', 'remk', 'trmk']",2,1,38,152029,21.255274261603375,25
406,"['trrp', 'gas', 'trmk', 'ctwav']",2,1,38,148305,18.037974683544302,25
407,"['rerp', 'trrp', 'gas', 'trmk', 'ctwav']",2,2,54,485633,18.40717299578059,43
408,"['rerp', 'trrp', 'gas', 'trgas', 'gad', 'trgad']",2,2,64,680071,17.72151898734177,43
409,"['rp', 'rerp', 'regas', 'trgad', 'remk', 'ctwav']",4,2,51,7801053,15.453586497890296,39
410,"['gas', 'regas', 'trgas', 'gad', 'regad', 'mk', 'remk']",4,3,34,4638224,11.972573839662447,55
411,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'gad', 'remk', 'trmk', 'ctwav']",3,3,51,2675504,16.61392405063291,43
412,"['rp', 'rerp', 'trrp', 'gad', 'mk']",2,1,38,150167,17.985232067510548,25
413,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'regad', 'remk', 'trmk', 'ctwav']",2,2,96,1519575,18.354430379746834,20
414,"['rerp', 'trgas', 'trgad', 'ctwav']",2,1,18,36790,17.29957805907173,23
415,"['rerp', 'trgas', 'ctwav']",2,1,26,71194,18.61814345991561,23
416,"['rp', 'rerp', 'regas', 'regad', 'ctwav']",2,2,78,997229,16.455696202531644,43
417,"['trrp', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'mk']",4,2,29,2615693,13.449367088607595,39
418,"['rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'ctwav']",2,1,12,20220,17.932489451476794,26
419,"['rp', 'trrp', 'gas', 'regas', 'trgad', 'remk', 'trmk']",2,2,35,225057,18.61814345991561,43
420,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'remk', 'trmk', 'ctwav']",2,2,95,1519575,21.044303797468356,20
421,"['gas', 'regas', 'mk', 'remk', 'trmk', 'ctwav']",2,2,19,73509,17.985232067510548,41
422,"['gas', 'remk', 'trmk', 'ctwav']",2,2,16,47135,17.563291139240505,41
423,"['rerp', 'trrp', 'gas', 'regas', 'ctwav']",4,2,93,25380273,15.453586497890296,39
424,"['rp', 'gas', 'gad', 'regad', 'trmk']",4,1,59,6378384,14.504219409282701,23
425,"['rerp', 'gas', 'regas', 'trgas', 'gad', 'remk', 'trmk']",3,3,56,3092877,15.717299578059071,40
426,"['rerp', 'trrp', 'gas', 'trgas', 'regad', 'mk', 'remk', 'trmk']",3,3,53,2880087,17.616033755274263,41
427,"['rerp', 'trrp', 'gas', 'remk', 'trmk']",2,1,34,121716,22.626582278481013,25
428,"['rerp', 'trrp', 'gas', 'mk', 'remk']",2,1,35,135642,22.5210970464135,25
429,"['rerp', 'regas', 'trgas', 'gad', 'regad', 'remk', 'ctwav']",4,3,43,7746382,15.189873417721518,55
430,"['rp', 'trgas', 'gad', 'trgad', 'mk', 'remk']",2,2,42,300149,16.561181434599156,43
431,"['rp', 'trrp', 'gas', 'regad', 'mk', 'remk', 'trmk']",2,1,38,153891,19.831223628691983,25
432,"['trrp', 'gas', 'trgas', 'gad', 'trgad', 'mk', 'ctwav']",3,1,52,1182922,14.135021097046414,39
433,"['rerp', 'trrp', 'gas', 'mk', 'remk', 'trmk']",2,1,34,123382,21.20253164556962,25
434,"['rerp', 'trrp', 'gas', 'trgas', 'gad', 'trgad', 'ctwav']",2,1,87,765705,17.352320675105485,26
435,"['rp', 'trrp', 'trgas', 'regad', 'remk', 'trmk']",4,1,47,4095339,14.662447257383967,23
436,"['rerp', 'trrp', 'gas', 'remk', 'trmk', 'ctwav']",2,1,35,137406,21.30801687763713,25
437,"['rerp', 'trrp', 'gas', 'regas', 'regad', 'remk']",2,1,34,123382,19.567510548523206,25
438,"['rerp', 'trrp', 'gas', 'regad', 'remk']",2,1,34,121716,19.936708860759495,25
439,"['rerp', 'trrp', 'gad', 'regad', 'trgad', 'mk', 'ctwav']",2,2,53,490925,17.668776371308017,44
440,"['rp', 'rerp', 'gas', 'regad', 'mk', 'remk']",3,3,39,1587089,15.453586497890296,40
441,"['rerp', 'trrp', 'remk', 'trmk']",2,1,34,120050,22.046413502109704,24
442,"['rp', 'trrp', 'regas', 'trgas', 'gad', 'remk', 'trmk']",4,3,65,17373432,15.611814345991561,55
443,"['rp', 'gas', 'regas', 'trgad', 'mk', 'trmk', 'ctwav']",2,2,25,121367,18.459915611814345,43
444,"['regas', 'trgas', 'regad', 'trgad', 'mk', 'remk', 'ctwav']",2,2,21,88797,15.928270042194093,43
445,"['rp', 'gas', 'mk', 'remk']",2,1,38,148305,20.253164556962027,25
446,"['trgas', 'regad', 'trgad', 'ctwav']",3,2,42,1257497,12.552742616033756,64
447,"['rp', 'gas', 'gad']",4,3,24,2318373,14.556962025316455,54
448,"['rerp', 'trrp', 'gas', 'remk', 'trmk']",2,1,34,121716,21.940928270042193,25
